"","school","conference","school_id","year","division","conference_id"
"553","Benedictine (IL)","NACC",296,2018,3,30097
"554","Benedictine (IL)","NACC",296,2019,3,30097
"555","Benedictine (IL)","NACC",296,2020,3,30097
"556","Bentley","NE10",56,2013,2,899
"557","Bentley","NE10",56,2014,2,899
"558","Bentley","NE10",56,2015,2,899
"559","Bentley","NE10",56,2016,2,899
"560","Bentley","NE10",56,2017,2,899
"561","Bentley","NE10",56,2018,2,899
"562","Bentley","NE10",56,2019,2,899
"563","Bentley","NE10",56,2020,2,899
"564","Berea","Independent",30171,2017,3,0
"565","Berea","USA South",30171,2018,3,842
"566","Berea","USA South",30171,2019,3,842
"567","Berea","USA South",30171,2020,3,842
"568","Berry","SAA",973,2015,3,30169
"569","Berry","SAA",973,2016,3,30169
"570","Berry","SAA",973,2017,3,30169
"571","Berry","SAA",973,2018,3,30169
"572","Berry","SAA",973,2019,3,30169
"573","Berry","SAA",973,2020,3,30169
"574","Bethany (WV)","PAC",59,2013,3,907
"575","Bethany (WV)","PAC",59,2014,3,907
"576","Bethany (WV)","PAC",59,2015,3,907
"577","Bethany (WV)","PAC",59,2016,3,907
"578","Bethany (WV)","PAC",59,2017,3,907
"579","Bethany (WV)","PAC",59,2018,3,907
"580","Bethany (WV)","PAC",59,2019,3,907
"581","Bethany (WV)","PAC",59,2020,3,907
"582","Bethany Lutheran","UMAC",30038,2013,3,30115
"583","Bethany Lutheran","UMAC",30038,2014,3,30115
"584","Bethany Lutheran","UMAC",30038,2015,3,30115
"585","Bethany Lutheran","UMAC",30038,2016,3,30115
"586","Bethany Lutheran","UMAC",30038,2017,3,30115
"587","Bethany Lutheran","UMAC",30038,2018,3,30115
"588","Bethany Lutheran","UMAC",30038,2019,3,30115
"589","Bethany Lutheran","UMAC",30038,2020,3,30115
"590","Bethel (MN)","MIAC",60,2013,3,882
"591","Bethel (MN)","MIAC",60,2014,3,882
"592","Bethel (MN)","MIAC",60,2015,3,882
"593","Bethel (MN)","MIAC",60,2016,3,882
"594","Bethel (MN)","MIAC",60,2017,3,882
"595","Bethel (MN)","MIAC",60,2018,3,882
"596","Bethel (MN)","MIAC",60,2019,3,882
"597","Bethel (MN)","MIAC",60,2020,3,882
"598","Bethune-Cookman","MEAC",61,2013,1,876
"599","Bethune-Cookman","MEAC",61,2014,1,876
"600","Bethune-Cookman","MEAC",61,2015,1,876
"601","Bethune-Cookman","MEAC",61,2016,1,876
"602","Bethune-Cookman","MEAC",61,2017,1,876
"603","Bethune-Cookman","MEAC",61,2018,1,876
"604","Bethune-Cookman","MEAC",61,2019,1,876
"605","Bethune-Cookman","MEAC",61,2020,1,876
"606","Binghamton","America East",62,2013,1,845
"607","Binghamton","America East",62,2014,1,845
"608","Binghamton","America East",62,2015,1,845
"609","Binghamton","America East",62,2016,1,845
"610","Binghamton","America East",62,2017,1,845
"611","Binghamton","America East",62,2018,1,845
"612","Binghamton","America East",62,2019,1,845
"613","Binghamton","America East",62,2020,1,845
"614","Biola","PacWest",30220,2018,2,19591
"615","Biola","PacWest",30220,2019,2,19591
"616","Biola","PacWest",30220,2020,2,19591
"617","Birmingham-So.","SCAC",28593,2013,3,835
"618","Birmingham-So.","SCAC",28593,2014,3,835
"619","Birmingham-So.","SAA",28593,2015,3,30169
"620","Birmingham-So.","SAA",28593,2016,3,30169
"621","Birmingham-So.","SAA",28593,2017,3,30169
"622","Birmingham-So.","SAA",28593,2018,3,30169
"623","Birmingham-So.","SAA",28593,2019,3,30169
"624","Birmingham-So.","SAA",28593,2020,3,30169
"625","Blackburn","SLIAC",64,2013,3,12974
"626","Blackburn","SLIAC",64,2014,3,12974
"627","Blackburn","SLIAC",64,2015,3,12974
"628","Blackburn","SLIAC",64,2016,3,12974
"629","Blackburn","SLIAC",64,2017,3,12974
"630","Blackburn","SLIAC",64,2018,3,12974
"631","Blackburn","SLIAC",64,2019,3,12974
"632","Blackburn","SLIAC",64,2020,3,12974
"633","Bloomfield","CACC",984,2013,2,28752
"634","Bloomfield","CACC",984,2014,2,28752
"635","Bloomfield","CACC",984,2015,2,28752
"636","Bloomfield","CACC",984,2016,2,28752
"637","Bloomfield","CACC",984,2017,2,28752
"638","Bloomfield","CACC",984,2018,2,28752
"639","Bloomfield","CACC",984,2019,2,28752
"640","Bloomfield","CACC",984,2020,2,28752
"641","Bloomsburg","PSAC",65,2013,2,906
"642","Bloomsburg","PSAC",65,2014,2,906
"643","Bloomsburg","PSAC",65,2015,2,906
"644","Bloomsburg","PSAC",65,2016,2,906
"645","Bloomsburg","PSAC",65,2017,2,906
"646","Bloomsburg","PSAC",65,2018,2,906
"647","Bloomsburg","PSAC",65,2019,2,906
"648","Bloomsburg","PSAC",65,2020,2,906
"649","Bluefield St.","WVIAC",985,2013,2,21344
"650","Bluefield St.","Independent",985,2014,2,0
"651","Bluefield St.","Independent",985,2015,2,0
"652","Bluefield St.","Independent",985,2016,2,0
"653","Bluefield St.","Independent",985,2017,2,0
"654","Bluefield St.","Independent",985,2018,2,0
"655","Bluefield St.","DII Independent",985,2019,2,99010
"656","Bluefield St.","DII Independent",985,2020,2,99010
"657","Bluffton","HCAC",987,2013,3,9174
"658","Bluffton","HCAC",987,2014,3,9174
"659","Bluffton","HCAC",987,2015,3,9174
"660","Bluffton","HCAC",987,2016,3,9174
"661","Bluffton","HCAC",987,2017,3,9174
"662","Bluffton","HCAC",987,2018,3,9174
"663","Bluffton","HCAC",987,2019,3,9174
"664","Bluffton","HCAC",987,2020,3,9174
"665","Boise St.","Mountain West",66,2020,1,5486
"666","Boston College","ACC",67,2013,1,821
"667","Boston College","ACC",67,2014,1,821
"668","Boston College","ACC",67,2015,1,821
"669","Boston College","ACC",67,2016,1,821
"670","Boston College","ACC",67,2017,1,821
"671","Boston College","ACC",67,2018,1,821
"672","Boston College","ACC",67,2019,1,821
"673","Boston College","ACC",67,2020,1,821
"674","Bowdoin","NESCAC",69,2013,3,12817
"675","Bowdoin","NESCAC",69,2014,3,12817
"676","Bowdoin","NESCAC",69,2015,3,12817
"677","Bowdoin","NESCAC",69,2016,3,12817
"678","Bowdoin","NESCAC",69,2017,3,12817
"679","Bowdoin","NESCAC",69,2018,3,12817
"680","Bowdoin","NESCAC",69,2019,3,12817
"681","Bowdoin","NESCAC",69,2020,3,12817
"682","Bowling Green","MAC",71,2013,1,875
"683","Bowling Green","MAC",71,2014,1,875
"684","Bowling Green","MAC",71,2015,1,875
"685","Bowling Green","MAC",71,2016,1,875
"686","Bowling Green","MAC",71,2017,1,875
"687","Bowling Green","MAC",71,2018,1,875
"688","Bowling Green","MAC",71,2019,1,875
"689","Bowling Green","MAC",71,2020,1,875
"690","Bradley","MVC",72,2013,1,884
"691","Bradley","MVC",72,2014,1,884
"692","Bradley","MVC",72,2015,1,884
"693","Bradley","MVC",72,2016,1,884
"694","Bradley","MVC",72,2017,1,884
"695","Bradley","MVC",72,2018,1,884
"696","Bradley","MVC",72,2019,1,884
"697","Bradley","MVC",72,2020,1,884
"698","Brandeis","UAA",73,2013,3,1471
"699","Brandeis","UAA",73,2014,3,1471
"700","Brandeis","UAA",73,2015,3,1471
"701","Brandeis","UAA",73,2016,3,1471
"702","Brandeis","UAA",73,2017,3,1471
"703","Brandeis","UAA",73,2018,3,1471
"704","Brandeis","UAA",73,2019,3,1471
"705","Brandeis","UAA",73,2020,3,1471
"706","Brevard","SAC",30094,2013,2,12850
"707","Brevard","SAC",30094,2014,2,12850
"708","Brevard","SAC",30094,2015,2,12850
"709","Brevard","SAC",30094,2016,2,12850
"710","Brevard","SAC",30094,2017,2,12850
"711","Brevard","USA South",30094,2018,3,842
"712","Brevard","USA South",30094,2019,3,842
"713","Brevard","USA South",30094,2020,3,842
"714","Bridgeport","ECC",74,2013,2,11265
"715","Bridgeport","ECC",74,2014,2,11265
"716","Bridgeport","ECC",74,2015,2,11265
"717","Bridgeport","ECC",74,2016,2,11265
"718","Bridgeport","ECC",74,2017,2,11265
"719","Bridgeport","ECC",74,2018,2,11265
"720","Bridgeport","ECC",74,2019,2,11265
"721","Bridgeport","ECC",74,2020,2,11265
"722","Bridgewater (VA)","ODAC",75,2013,3,903
"723","Bridgewater (VA)","ODAC",75,2014,3,903
"724","Bridgewater (VA)","ODAC",75,2015,3,903
"725","Bridgewater (VA)","ODAC",75,2016,3,903
"726","Bridgewater (VA)","ODAC",75,2017,3,903
"727","Bridgewater (VA)","ODAC",75,2018,3,903
"728","Bridgewater (VA)","ODAC",75,2019,3,903
"729","Bridgewater (VA)","ODAC",75,2020,3,903
"730","Bridgewater St.","MASCAC",76,2013,3,870
"731","Bridgewater St.","MASCAC",76,2014,3,870
"732","Bridgewater St.","MASCAC",76,2015,3,870
"733","Bridgewater St.","MASCAC",76,2016,3,870
"734","Bridgewater St.","MASCAC",76,2017,3,870
"735","Bridgewater St.","MASCAC",76,2018,3,870
"736","Bridgewater St.","MASCAC",76,2019,3,870
"737","Bridgewater St.","MASCAC",76,2020,3,870
"738","Brockport","SUNYAC",78,2013,3,917
"739","Brockport","SUNYAC",78,2014,3,917
"740","Brockport","SUNYAC",78,2015,3,917
"741","Brockport","SUNYAC",78,2016,3,917
"742","Brockport","SUNYAC",78,2017,3,917
"743","Brockport","SUNYAC",78,2018,3,917
"744","Brockport","SUNYAC",78,2019,3,917
"745","Brockport","SUNYAC",78,2020,3,917
"746","Brown","Ivy League",80,2013,1,865
"747","Brown","Ivy League",80,2014,1,865
"748","Brown","Ivy League",80,2015,1,865
"749","Brown","Ivy League",80,2016,1,865
"750","Brown","Ivy League",80,2017,1,865
"751","Brown","Ivy League",80,2018,1,865
"752","Brown","Ivy League",80,2019,1,865
"753","Brown","Ivy League",80,2020,1,865
"754","Bryant","NEC",81,2013,1,846
"755","Bryant","NEC",81,2014,1,846
"756","Bryant","NEC",81,2015,1,846
"757","Bryant","NEC",81,2016,1,846
"758","Bryant","NEC",81,2017,1,846
"759","Bryant","NEC",81,2018,1,846
"760","Bryant","NEC",81,2019,1,846
"761","Bryant","NEC",81,2020,1,846
"762","Bucknell","Patriot",83,2013,1,838
"763","Bucknell","Patriot",83,2014,1,838
"764","Bucknell","Patriot",83,2015,1,838
"765","Bucknell","Patriot",83,2016,1,838
"766","Bucknell","Patriot",83,2017,1,838
"767","Bucknell","Patriot",83,2018,1,838
"768","Bucknell","Patriot",83,2019,1,838
"769","Bucknell","Patriot",83,2020,1,838
"770","Buena Vista","American Rivers",84,2013,3,864
"771","Buena Vista","American Rivers",84,2014,3,864
"772","Buena Vista","American Rivers",84,2015,3,864
"773","Buena Vista","American Rivers",84,2016,3,864
"774","Buena Vista","American Rivers",84,2017,3,864
"775","Buena Vista","American Rivers",84,2018,3,864
"776","Buena Vista","American Rivers",84,2019,3,864
"777","Buena Vista","American Rivers",84,2020,3,864
"778","Buffalo","MAC",86,2013,1,875
"779","Buffalo","MAC",86,2014,1,875
"780","Buffalo","MAC",86,2015,1,875
"781","Buffalo","MAC",86,2016,1,875
"782","Buffalo","MAC",86,2017,1,875
"783","Butler","Atlantic 10",87,2013,1,820
"784","Butler","Big East",87,2014,1,30184
"785","Butler","Big East",87,2015,1,30184
"786","Butler","Big East",87,2016,1,30184
"787","Butler","Big East",87,2017,1,30184
"788","Butler","Big East",87,2018,1,30184
"789","Butler","Big East",87,2019,1,30184
"790","Butler","Big East",87,2020,1,30184
"791","BYU","WCC",77,2013,1,922
"792","BYU","WCC",77,2014,1,922
"793","BYU","WCC",77,2015,1,922
"794","BYU","WCC",77,2016,1,922
"795","BYU","WCC",77,2017,1,922
"796","BYU","WCC",77,2018,1,922
"797","BYU","WCC",77,2019,1,922
"798","BYU","WCC",77,2020,1,922
"799","Cabrini","CSAC",88,2017,3,21062
"800","Cabrini","CSAC",88,2018,3,21062
"801","Cabrini","Atlantic East",88,2019,3,30233
"802","Cabrini","Atlantic East",88,2020,3,30233
"803","Cairn","CSAC",1305,2013,3,21062
"804","Cairn","CSAC",1305,2014,3,21062
"805","Cairn","CSAC",1305,2015,3,21062
"806","Cairn","CSAC",1305,2016,3,21062
"807","Cairn","CSAC",1305,2017,3,21062
"808","Cairn","CSAC",1305,2018,3,21062
"809","Cairn","CSAC",1305,2019,3,21062
"810","Cairn","CSAC",1305,2020,3,21062
"811","Cal Lutheran","SCIAC",105,2013,3,910
"812","Cal Lutheran","SCIAC",105,2014,3,910
"813","Cal Lutheran","SCIAC",105,2015,3,910
"814","Cal Lutheran","SCIAC",105,2016,3,910
"815","Cal Lutheran","SCIAC",105,2017,3,910
"816","Cal Lutheran","SCIAC",105,2018,3,910
"817","Cal Lutheran","SCIAC",105,2019,3,910
"818","Cal Lutheran","SCIAC",105,2020,3,910
"819","Cal Poly","Big West",90,2013,1,904
"820","Cal Poly","Big West",90,2014,1,904
"821","Cal Poly","Big West",90,2015,1,904
"822","Cal Poly","Big West",90,2016,1,904
"823","Cal Poly","Big West",90,2017,1,904
"824","Cal Poly","Big West",90,2018,1,904
"825","Cal Poly","Big West",90,2019,1,904
"826","Cal Poly","Big West",90,2020,1,904
"827","Cal Poly Pomona","CCAA",91,2013,2,828
"828","Cal Poly Pomona","CCAA",91,2014,2,828
"829","Cal Poly Pomona","CCAA",91,2015,2,828
"830","Cal Poly Pomona","CCAA",91,2016,2,828
"831","Cal Poly Pomona","CCAA",91,2017,2,828
"832","Cal Poly Pomona","CCAA",91,2018,2,828
"833","Cal Poly Pomona","CCAA",91,2019,2,828
"834","Cal Poly Pomona","CCAA",91,2020,2,828
"835","Cal St. Dom. Hills","CCAA",92,2013,2,828
"836","Cal St. Dom. Hills","CCAA",92,2014,2,828
"837","Cal St. Dom. Hills","CCAA",92,2015,2,828
"838","Cal St. Dom. Hills","CCAA",92,2016,2,828
"839","Cal St. Dom. Hills","CCAA",92,2017,2,828
"840","Cal St. Dom. Hills","CCAA",92,2018,2,828
"841","Cal St. Dom. Hills","CCAA",92,2019,2,828
"842","Cal St. Dom. Hills","CCAA",92,2020,2,828
"843","Cal St. East Bay","CCAA",98,2013,2,828
"844","Cal St. East Bay","CCAA",98,2014,2,828
"845","Cal St. East Bay","CCAA",98,2015,2,828
"846","Cal St. East Bay","CCAA",98,2016,2,828
"847","Cal St. East Bay","CCAA",98,2017,2,828
"848","Cal St. East Bay","CCAA",98,2018,2,828
"849","Cal St. East Bay","CCAA",98,2019,2,828
"850","Cal St. East Bay","CCAA",98,2020,2,828
"851","Cal St. Fullerton","Big West",97,2013,1,904
"852","Cal St. Fullerton","Big West",97,2014,1,904
"853","Cal St. Fullerton","Big West",97,2015,1,904
"854","Cal St. Fullerton","Big West",97,2016,1,904
"855","Cal St. Fullerton","Big West",97,2017,1,904
"856","Cal St. Fullerton","Big West",97,2018,1,904
"857","Cal St. Fullerton","Big West",97,2019,1,904
"858","Cal St. Fullerton","Big West",97,2020,1,904
"859","Cal St. Monterey Bay","CCAA",30055,2013,2,828
"860","Cal St. Monterey Bay","CCAA",30055,2014,2,828
"861","Cal St. Monterey Bay","CCAA",30055,2015,2,828
"862","Cal St. Monterey Bay","CCAA",30055,2016,2,828
"863","Cal St. Monterey Bay","CCAA",30055,2017,2,828
"864","Cal St. Monterey Bay","CCAA",30055,2018,2,828
"865","Cal St. Monterey Bay","CCAA",30055,2019,2,828
"866","Cal St. Monterey Bay","CCAA",30055,2020,2,828
"867","Cal St. San B'dino","CCAA",93,2013,2,828
"868","Cal St. San B'dino","CCAA",93,2014,2,828
"869","Cal St. San B'dino","CCAA",93,2015,2,828
"870","Cal St. San B'dino","CCAA",93,2016,2,828
"871","Cal St. San B'dino","CCAA",93,2017,2,828
"872","Cal St. San B'dino","CCAA",93,2018,2,828
"873","Cal St. San B'dino","CCAA",93,2019,2,828
"874","Cal St. San B'dino","CCAA",93,2020,2,828
"875","Cal St. San Marcos","CCAA",30198,2016,2,828
"876","Cal St. San Marcos","CCAA",30198,2017,2,828
"877","Cal St. San Marcos","CCAA",30198,2018,2,828
"878","Cal St. San Marcos","CCAA",30198,2019,2,828
"879","Cal St. San Marcos","CCAA",30198,2020,2,828
"880","Cal State LA","CCAA",100,2013,2,828
"881","Cal State LA","CCAA",100,2014,2,828
"882","Cal State LA","CCAA",100,2015,2,828
"883","Cal State LA","CCAA",100,2016,2,828
"884","Cal State LA","CCAA",100,2017,2,828
"885","Cal State LA","CCAA",100,2018,2,828
"886","Cal State LA","CCAA",100,2019,2,828
"887","Cal State LA","CCAA",100,2020,2,828
"888","Cal U (PA)","PSAC",106,2013,2,906
"889","Cal U (PA)","PSAC",106,2014,2,906
"890","Cal U (PA)","PSAC",106,2015,2,906
"891","Cal U (PA)","PSAC",106,2016,2,906
"892","Cal U (PA)","PSAC",106,2017,2,906
"893","Cal U (PA)","PSAC",106,2018,2,906
"894","Cal U (PA)","PSAC",106,2019,2,906
"895","Cal U (PA)","PSAC",106,2020,2,906
"896","Caldwell","CACC",995,2013,2,28752
"897","Caldwell","CACC",995,2014,2,28752
"898","Caldwell","CACC",995,2015,2,28752
"899","Caldwell","CACC",995,2016,2,28752
"900","Caldwell","CACC",995,2017,2,28752
"901","Caldwell","CACC",995,2018,2,28752
"902","Caldwell","CACC",995,2019,2,28752
"903","Caldwell","CACC",995,2020,2,28752
"904","California","Pac-12",107,2013,1,905
"905","California","Pac-12",107,2014,1,905
"906","California","Pac-12",107,2015,1,905
"907","California","Pac-12",107,2016,1,905
"908","California","Pac-12",107,2017,1,905
"909","California","Pac-12",107,2018,1,905
"910","California","Pac-12",107,2019,1,905
"911","California","Pac-12",107,2020,1,905
"912","California Baptist","PacWest",30135,2013,2,19591
"913","California Baptist","PacWest",30135,2014,2,19591
"914","California Baptist","PacWest",30135,2015,2,19591
"915","California Baptist","PacWest",30135,2016,2,19591
"916","California Baptist","PacWest",30135,2017,2,19591
"917","California Baptist","PacWest",30135,2018,2,19591
"918","California Baptist","WAC",30135,2020,1,923
"919","Caltech","SCIAC",89,2013,3,910
"920","Caltech","SCIAC",89,2014,3,910
"921","Caltech","SCIAC",89,2015,3,910
"922","Caltech","SCIAC",89,2016,3,910
"923","Caltech","SCIAC",89,2017,3,910
"924","Caltech","SCIAC",89,2018,3,910
"925","Caltech","SCIAC",89,2019,3,910
"926","Caltech","SCIAC",89,2020,3,910
"927","Calvin","Michigan Intercol. Ath. Assn.",114,2013,3,873
"928","Calvin","Michigan Intercol. Ath. Assn.",114,2014,3,873
"929","Calvin","Michigan Intercol. Ath. Assn.",114,2015,3,873
"930","Calvin","Michigan Intercol. Ath. Assn.",114,2016,3,873
"931","Calvin","Michigan Intercol. Ath. Assn.",114,2017,3,873
"932","Calvin","Michigan Intercol. Ath. Assn.",114,2018,3,873
"933","Calvin","Michigan Intercol. Ath. Assn.",114,2019,3,873
"934","Calvin","Michigan Intercol. Ath. Assn.",114,2020,3,873
"935","Cameron","Lone Star",996,2013,2,868
"936","Cameron","Lone Star",996,2014,2,868
"937","Cameron","Lone Star",996,2015,2,868
"938","Cameron","Lone Star",996,2016,2,868
"939","Cameron","Lone Star",996,2017,2,868
"940","Cameron","Lone Star",996,2018,2,868
"941","Cameron","Lone Star",996,2019,2,868
"942","Cameron","Lone Star",996,2020,2,868
"943","Campbell","Big South",115,2013,1,826
"944","Campbell","Big South",115,2014,1,826
"945","Campbell","Big South",115,2015,1,826
"946","Campbell","Big South",115,2016,1,826
"947","Campbell","Big South",115,2017,1,826
"948","Campbell","Big South",115,2018,1,826
"949","Campbell","Big South",115,2019,1,826
"950","Campbell","Big South",115,2020,1,826
"951","Canisius","MAAC",116,2013,1,871
"952","Canisius","MAAC",116,2014,1,871
"953","Canisius","MAAC",116,2015,1,871
"954","Canisius","MAAC",116,2016,1,871
"955","Canisius","MAAC",116,2017,1,871
"956","Canisius","MAAC",116,2018,1,871
"957","Canisius","MAAC",116,2019,1,871
"958","Canisius","MAAC",116,2020,1,871
"959","Capital","OAC",117,2013,3,901
"960","Capital","OAC",117,2014,3,901
"961","Capital","OAC",117,2015,3,901
"962","Capital","OAC",117,2016,3,901
"963","Capital","OAC",117,2017,3,901
"964","Capital","OAC",117,2018,3,901
"965","Capital","OAC",117,2019,3,901
"966","Capital","OAC",117,2020,3,901
"967","Carleton","MIAC",118,2013,3,882
"968","Carleton","MIAC",118,2014,3,882
"969","Carleton","MIAC",118,2015,3,882
"970","Carleton","MIAC",118,2016,3,882
"971","Carleton","MIAC",118,2017,3,882
"972","Carleton","MIAC",118,2018,3,882
"973","Carleton","MIAC",118,2019,3,882
"974","Carleton","MIAC",118,2020,3,882
"975","Carroll (WI)","Midwest Conference",120,2013,3,23119
"976","Carroll (WI)","Midwest Conference",120,2014,3,23119
"977","Carroll (WI)","Midwest Conference",120,2015,3,23119
"978","Carroll (WI)","Midwest Conference",120,2016,3,23119
"979","Carroll (WI)","Midwest Conference",120,2017,3,23119
"980","Carroll (WI)","CCIW",120,2018,3,836
"981","Carroll (WI)","CCIW",120,2019,3,836
"982","Carroll (WI)","CCIW",120,2020,3,836
"983","Carson-Newman","SAC",1000,2013,2,12850
"984","Carson-Newman","SAC",1000,2014,2,12850
"985","Carson-Newman","SAC",1000,2015,2,12850
"986","Carson-Newman","SAC",1000,2016,2,12850
"987","Carson-Newman","SAC",1000,2017,2,12850
"988","Carson-Newman","SAC",1000,2018,2,12850
"989","Carson-Newman","SAC",1000,2019,2,12850
"990","Carson-Newman","SAC",1000,2020,2,12850
"991","Carthage","CCIW",121,2013,3,836
"992","Carthage","CCIW",121,2014,3,836
"993","Carthage","CCIW",121,2015,3,836
"994","Carthage","CCIW",121,2016,3,836
"995","Carthage","CCIW",121,2017,3,836
"996","Carthage","CCIW",121,2018,3,836
"997","Carthage","CCIW",121,2019,3,836
"998","Carthage","CCIW",121,2020,3,836
"999","Castleton","NEAC",123,2013,3,30071
"1000","Castleton","NEAC",123,2014,3,30071
"1001","Castleton","NEAC",123,2015,3,30071
"1002","Castleton","North Atlantic",123,2016,3,30026
"1003","Castleton","North Atlantic",123,2017,3,30026
"1004","Castleton","North Atlantic",123,2018,3,30026
"1005","Castleton","Little East",123,2019,3,867
"1006","Castleton","Little East",123,2020,3,867
"1007","Catawba","SAC",1001,2013,2,12850
"1008","Catawba","SAC",1001,2014,2,12850
"1009","Catawba","SAC",1001,2015,2,12850
"1010","Catawba","SAC",1001,2016,2,12850
"1011","Catawba","SAC",1001,2017,2,12850
"1012","Catawba","SAC",1001,2018,2,12850
"1013","Catawba","SAC",1001,2019,2,12850
